study_name,year,species,site_id,site_name,latitude,longitude,substrate,fund_source,deployment_date,retrieval_date,sample_id,lab,lab_sample_id,lab_set_name,lab_analysis_date,analyte,wet_value,blank_corrected_value,q_dalifier,units,reported_as,pct_solids,dry_value
PSMM2016,2016,Mytilus trossulus,PSS13175-000028,Oak Harbor,48.272064,-122.639805,Sand,RSMP/SAM,2015-10-26T00:00:00Z,2016-02-05T00:00:00Z,16RSMP028-MTW01,NOAA,119-3257,PS3340,2016-05-17T00:00:00Z,SumPCBs2x17,1.5,1.5,D,ng/g,wet,13.70630415,10.9438692121829
PSMM2016,2016,Mytilus trossulus,PSS13175-000018,Seahurst,47.463217,-122.369067,mud_sand,RSMP/SAM,2015-10-26T00:00:00Z,2016-02-09T00:00:00Z,16RSMP018-MTW01,NOAA,119-3248,PS3340,2016-05-17T00:00:00Z,SumPBDEs11,1.52,NA,"D,LOQ",ng/g,wet,15.677164,9.69563117410777
PSMM2016,2016,Mytilus trossulus,PSS13175-000014,Point Heron East,47.5701,-122.60691,cobble_gravel,RSMP/SAM,2015-10-26T00:00:00Z,2016-02-05T00:00:00Z,16RSMP014-MTW01,NOAA,119-3238,PS3339,2016-04-27T00:00:00Z,SumPBDEs11,1.54,NA,"D,B,LOQ",ng/g,wet,16.76201373,9.187440273025
PSMM2016,2016,Mytilus trossulus,PCB06,"Penn Cove, Pre-test Baseline",NA,NA,NA,NA,NA,NA,16RSMP_PCB06-MTW01,NOAA,119-3288,PS3342,2016-05-25T00:00:00Z,lipids,1.541070322,1.541070322,D,%,wet,NA,NA
MWPE,2013,Mytilus trossulus,WPS_BSF,"Bremerton Shipyard, Ferry Term",47.56037,-122.62778,cobble,NEP,2012-11-14T00:00:00Z,2013-01-09T00:00:00Z,WPS_BSF,NOAA,119-2049,MW2967,2013-11-21T00:00:00Z,SumPBDEs11,1.55,NA,"D,LOQ",ng/g,wet,15.5631812676625,9.95940337224384
MWPE,2013,Mytilus trossulus,EB_FMR,"Elliott Bay, 4-Mile Rock",47.63848,-122.41216,cobble_sad,NEP,2012-11-12T00:00:00Z,2013-01-09T00:00:00Z,13EB_FMR-MTW01,NOAA,119-1640,MW2882,2013-05-30T00:00:00Z,SumPBDEs11,1.58,NA,"D,LOQ",ng/g,wet,14.5092460881934,10.8896078431373
PSMM2016,2016,Mytilus trossulus,PSS13175-000005,Salmon Beach,47.2947,-122.53051,cobble_gravel (with underlying sand),RSMP/SAM,2015-10-26T00:00:00Z,2016-02-09T00:00:00Z,16RSMP005-MTW01,NOAA,119-3232,PS3339,2016-04-27T00:00:00Z,SumPBDEs11,1.59,NA,"D,B,LOQ",ng/g,wet,16.32938543,9.73704740338167
PSMM2016,2016,Mytilus trossulus,PSS13175-000019,Skiff Point,47.66122,-122.49911,cobble_gravel,RSMP/SAM,2015-10-26T00:00:00Z,2016-02-07T00:00:00Z,16RSMP019-MTW01,NOAA,119-3249,PS3340,2016-05-17T00:00:00Z,SumPBDEs11,1.59,NA,"D,LOQ",ng/g,wet,15.54602682,10.2276936635312
PSMM2016,2016,Mytilus trossulus,PCB04,"Penn Cove, Pre-test Baseline",NA,NA,NA,NA,NA,NA,16RSMP_PCB04-MTW01,NOAA,119-3286,PS3342,2016-05-25T00:00:00Z,SumPCBs2x17,1.6,1.6,D,ng/g,wet,21.92958639,7.29607923991493
PSMM2016,2016,Mytilus trossulus,PSS13175-000027,"Chuckanut, Clark's Point",48.690735,-122.504248,gravel_sand,RSMP/SAM,2015-10-27T00:00:00Z,2016-02-08T00:00:00Z,16RSMP027-MTW01,NOAA,119-3256,PS3340,2016-05-17T00:00:00Z,SumPCBs2x17,1.6,1.6,D,ng/g,wet,15.69931606,10.191526776613
MWPE,2013,Mytilus trossulus,NPS_ANC,"Anacortes, Guemes Ferry",48.51858555,-122.624280083333,mud,NEP,2012-11-14T00:00:00Z,2013-01-08T00:00:00Z,NPS_ANC,NOAA,119-1691,MW2885,2013-06-13T00:00:00Z,SumPCBs2x17,1.6,1.6,D,ng/g,wet,16.3769261161596,9.76984318455972
MWPE,2013,Mytilus trossulus,SPS_FI,"Fox, Tanglewood Is",47.26457,-122.64442,mud_sand,NEP,2012-11-12T00:00:00Z,2013-01-09T00:00:00Z,SPS_FI,NOAA,119-1698,MW2885,2013-06-13T00:00:00Z,SumPCBs2x17,1.6,1.6,D,ng/g,wet,13.1830985915493,12.1367521367521
PSMM2016,2016,Mytilus trossulus,PCB02,"Penn Cove, Pre-test Baseline",NA,NA,NA,NA,NA,NA,16RSMP_PCB02-MTW01,NOAA,119-3284,PS3342,2016-05-25T00:00:00Z,lipids,1.624783729,1.624783729,D,%,wet,NA,NA
MWPE,2013,Mytilus trossulus,WB_EH,Everett Hbr,47.972103,-122.231625,sand,NEP,2012-11-14T00:00:00Z,2013-01-07T00:00:00Z,13WB_EH-MTW01,NOAA,119-1824,MW2905,2013-06-27T00:00:00Z,SumPBDEs11,1.64,NA,"D,LOQ",ng/g,wet,14.768249202477,11.1049047013977
PSMM2016,2016,Mytilus trossulus,PSS13175-000061,Dash Point Park,47.31965,-122.42694,gravel_sand,Pierce County,2015-10-26T00:00:00Z,2016-02-06T00:00:00Z,16RSMP061-MTW01,NOAA,119-3289,PS3342,2016-05-25T00:00:00Z,SumPBDEs11,1.68,NA,D,ng/g,wet,16.30134622,10.3058973003028
MWPE,2013,Mytilus trossulus,WPS_PB,Pt Bolin,47.69372,-122.59471,sand,NEP,2012-11-13T00:00:00Z,2013-01-10T00:00:00Z,WPS_PB,NOAA,119-2050,MW2967,2013-11-21T00:00:00Z,SumPBDEs11,1.69,NA,"D,LOQ",ng/g,wet,15.6777996070726,10.7795739348372
PSMM2016,2016,Mytilus trossulus,PCB01,"Penn Cove, Pre-test Baseline",NA,NA,NA,NA,NA,NA,16RSMP_PCB01-MTW01,NOAA,119-3283,PS3342,2016-05-25T00:00:00Z,lipids,1.694414821,1.694414821,D,%,wet,NA,NA
MWPE,2013,Mytilus trossulus,SPS_KSP,Kopachuck St Pk,47.3103,-122.68801,sand,NEP,2012-11-14T00:00:00Z,2013-01-08T00:00:00Z,13SPS_KSP-MTW01,NOAA,119-1645,MW2882,2013-05-30T00:00:00Z,SumPCBs2x17,1.7,1.7,D,ng/g,wet,14.1484878532474,12.0154183092422
PSMM2016,2016,Mytilus trossulus,PCB01,"Penn Cove, Pre-test Baseline",NA,NA,NA,NA,NA,NA,16RSMP_PCB01-MTW01,NOAA,119-3283,PS3342,2016-05-25T00:00:00Z,SumPCBs2x17,1.7,1.7,D,ng/g,wet,21.31245637,7.97655591869254
PSMM2016,2016,Mytilus trossulus,PCB02,"Penn Cove, Pre-test Baseline",NA,NA,NA,NA,NA,NA,16RSMP_PCB02-MTW01,NOAA,119-3284,PS3342,2016-05-25T00:00:00Z,SumPCBs2x17,1.7,1.7,D,ng/g,wet,21.79826563,7.79878559540244
PSMM2016,2016,Mytilus trossulus,PCB05,"Penn Cove, Pre-test Baseline",NA,NA,NA,NA,NA,NA,16RSMP_PCB05-MTW01,NOAA,119-3287,PS3342,2016-05-25T00:00:00Z,lipids,1.707473814,1.707473814,D,%,wet,NA,NA
PSMM2016,2016,Mytilus trossulus,PSS13175-000038,Rocky Point,47.60255,-122.66997,cobble_gravel,RSMP/SAM,2015-10-26T00:00:00Z,2016-02-05T00:00:00Z,16RSMP038-MTW01,NOAA,119-3269,PS3341,2016-05-17T00:00:00Z,SumPBDEs11,1.71,NA,"D,B,LOQ",ng/g,wet,16.27799371,10.5049801005237
MWPE,2013,Mytilus trossulus,CB_RW6,Tacoma Ruston Waterfront 6,47.2782700136303,-122.472090013325,mud_sand,TPCPHD,2012-11-13T00:00:00Z,2013-01-09T00:00:00Z,13CPS_RW6-MTW01,NOAA,119-1635,MW2882,2013-05-30T00:00:00Z,SumPBDEs11,1.76,NA,D,ng/g,wet,14.9286298754432,11.7894275274056
MWPE,2013,Mytilus trossulus,EB_P59,"Elliott Bay, Seattle Aquarium, Pier 59",47.607429,-122.342491,mud_sand,NEP,2012-11-12T00:00:00Z,2013-01-09T00:00:00Z,13EB_P59-MTW01,NOAA,119-1643,MW2882,2013-05-30T00:00:00Z,SumPBDEs11,1.77,NA,D,ng/g,wet,15.1680197307573,11.6692886178862
PSMM2016,2016,Mytilus trossulus,CPS_SQSO,"Suquamish, Stormwater Outfall",47.729617,-122.550419,cobble_gravel,Kitsap County,2015-10-26T00:00:00Z,2016-02-08T00:00:00Z,16CPS_SQSO-MTW01,NOAA,119-3307,PS3343,2016-05-19T00:00:00Z,SumPBDEs11,1.77,NA,"D,LOQ",ng/g,wet,17.36019582,10.1957375271128
MWPE,2013,Mytilus trossulus,CPS_RH,Richmond Highlands Bch,47.72948,-122.37368,cobble_sad,NEP,2012-11-15T00:00:00Z,2013-01-09T00:00:00Z,CPS_RH,NOAA,119-1681,MW2884,2013-06-04T00:00:00Z,SumPBDEs11,1.79,NA,"D,LOQ",ng/g,wet,13.9470782800441,12.8342292490119
PSMM2016,2016,Mytilus trossulus,PCB03,"Penn Cove, Pre-test Baseline",NA,NA,NA,NA,NA,NA,16RSMP_PCB03-MTW01,NOAA,119-3285,PS3342,2016-05-25T00:00:00Z,lipids,1.801787804,1.801787804,D,%,wet,NA,NA
PSMM2016,2016,Mytilus trossulus,PSS13175-000043,N Avenue Park,48.52105,-122.61526,cobble_gravel,RSMP/SAM,2015-10-26T00:00:00Z,2016-02-05T00:00:00Z,16RSMP043-MTW01,NOAA,119-3272,PS3341,2016-05-17T00:00:00Z,SumPBDEs11,1.84,NA,"D,B,LOQ",ng/g,wet,17.60303003,10.4527459014964
MWPE,2013,Mytilus trossulus,CPS_DB,Dumas Bay,47.32895,-122.390483333333,sand,NEP,2012-11-14T00:00:00Z,2013-01-10T00:00:00Z,CPS_DB,NOAA,119-1674,MW2884,2013-06-04T00:00:00Z,SumPBDEs11,1.84,NA,D,ng/g,wet,15.0546176762661,12.2221635883905
PSMM2016,2016,Mytilus trossulus,PCB04,"Penn Cove, Pre-test Baseline",NA,NA,NA,NA,NA,NA,16RSMP_PCB04-MTW01,NOAA,119-3286,PS3342,2016-05-25T00:00:00Z,lipids,1.850209099,1.850209099,D,%,wet,NA,NA
PSMM2016,2016,Mytilus trossulus,PSS13175-000023,Wing Point,47.622225,-122.496555,mud_sand,RSMP/SAM,2015-10-26T00:00:00Z,2016-02-07T00:00:00Z,16RSMP023-MTW01,NOAA,119-3252,PS3340,2016-05-17T00:00:00Z,SumPBDEs11,1.89,NA,D,ng/g,wet,18.66007194,10.1285783145807
MWPE,2013,Mytilus trossulus,WB_CB,Cavalero Bch Co Pk,48.17531,-122.478389,cobble_mud,Stillaguamish Tribe,2012-11-14T00:00:00Z,2013-01-07T00:00:00Z,13WB_CB-MTW01,NOAA,119-1755,MW2888,2013-07-16T00:00:00Z,SumPCBs2x17,1.9,-1.9,"D,B",ng/g,wet,8.17013463892289,23.2554307116105
MWPE,2013,Mytilus trossulus,NPS_BSH,"Bellingham Bay, Squalicum Hbr",48.75334,-122.4993,rock,NEP,2012-11-13T00:00:00Z,2013-01-08T00:00:00Z,13NPS_BSH-MTW01,NOAA,119-1644,MW2882,2013-05-30T00:00:00Z,SumPCBs2x17,2,2,D,ng/g,wet,14.184089528932,14.1003058103976
MWPE,2013,Mytilus trossulus,NPS_BPP,"Bellingham Bay, Post Pt",48.7194,-122.5167,cobble_sad,NEP,2012-11-13T00:00:00Z,2013-01-08T00:00:00Z,NPS_BPP,NOAA,119-1694,MW2885,2013-06-13T00:00:00Z,SumPCBs2x17,2,2,D,ng/g,wet,14.7951142631993,13.5179760319575
PSMM2016,2016,Mytilus trossulus,PSS13175-000013,Ruston Way,47.29267,-122.494966,gravel_sand,RSMP/SAM,2015-10-26T00:00:00Z,2016-02-09T00:00:00Z,16RSMP013-MTW01,NOAA,119-3237,PS3339,2016-04-27T00:00:00Z,SumPBDEs11,2,NA,"D,B,LOQ",ng/g,wet,15.14131898,13.2088888863763
PSMM2016,2016,Mytilus trossulus,PSS13175-000021,Point Defiance Ferry,47.306137,-122.514575,gravel_sand,RSMP/SAM,2015-10-26T00:00:00Z,2016-02-09T00:00:00Z,16RSMP021-MTW01,NOAA,119-3250,PS3340,2016-05-17T00:00:00Z,SumPBDEs11,2.05,NA,D,ng/g,wet,17.2696011,11.8705694945091
MWPE,2013,Mytilus trossulus,CPS_PNP,Point No Point,47.90860277,-122.52672253,cobble_sad,NEP,2012-11-13T00:00:00Z,2013-01-08T00:00:00Z,CPS_PNP,NOAA,119-1679,MW2884,2013-06-04T00:00:00Z,SumPCBs2x17,2.1,2.1,D,ng/g,wet,15.2160681679853,13.8012000000001
MWPE,2013,Mytilus trossulus,EB_SC,Smith Cove,47.63123,-122.38573,cobble_sad,Puget Soundkeeper Alliance,2012-11-12T00:00:00Z,2013-01-09T00:00:00Z,13CPS_SC-MTW01,NOAA,119-1734,MW2887,2013-06-26T00:00:00Z,SumPBDEs11,2.11,NA,"D,LOQ",ng/g,wet,15.9330323551542,13.2429279811098
MWPE,2013,Mytilus trossulus,WPS_KP,"Liberty Bay, Keyport",47.6972,-122.61744,mud,NEP,2012-11-14T00:00:00Z,2013-01-08T00:00:00Z,13WPS_KP-MTW01,NOAA,119-1767,MW2889,2013-07-22T00:00:00Z,SumPBDEs11,2.12,NA,D,ng/g,wet,15.8175559380378,13.4028291621328
PSMM2016,2016,Mytilus trossulus,PSS13175-000029,Liberty Bay,47.73747,-122.6507,mud_sand,RSMP/SAM,2015-10-26T00:00:00Z,2016-02-05T00:00:00Z,16RSMP029-MTW01,NOAA,119-3258,PS3340,2016-05-17T00:00:00Z,SumPBDEs11,2.12,NA,D,ng/g,wet,14.61752083,14.5031433486933
MWPE,2013,Mytilus sp.,WB_HPN,Hermosa Pt Natives,48.06175,-122.29294,cobble_sad,Tulalip Tribes,NA,2013-01-07T00:00:00Z,13WB_HPN-MXW01,NOAA,119-1929,MW2937,2013-10-30T00:00:00Z,SumPBDEs11,2.13,NA,"D,B,LOQ",ng/g,wet,8.84055703332812,24.0935044247788
PSMM2016,2016,Mytilus trossulus,PSS13175-000022,Beach Dr E,47.55933,-122.59695,cobble_gravel,RSMP/SAM,2015-10-27T00:00:00Z,2016-02-10T00:00:00Z,16RSMP022-MTW01,NOAA,119-3251,PS3340,2016-05-17T00:00:00Z,SumPBDEs11,2.17,NA,D,ng/g,wet,15.08532423,14.3848416309445
PSMM2016,2016,Mytilus trossulus,WPS_PB,Point Bolin,47.69434,-122.59589,mud_sand,WDFW,2015-10-26T00:00:00Z,2016-02-08T00:00:00Z,16WPS_PB-MTW01,NOAA,119-3324,PS3344,2016-05-24T00:00:00Z,SumPBDEs11,2.22,NA,"D,B,LOQ",ng/g,wet,16.0326087,13.8467796572619
PSMM2016,2016,Mytilus trossulus,PSS13175-000048,Naketa Beach,47.92779,-122.30929,cobble_gravel,RSMP/SAM,2015-10-27T00:00:00Z,2016-02-09T00:00:00Z,16RSMP048-MTW01,NOAA,119-3275,PS3341,2016-05-17T00:00:00Z,SumPBDEs11,2.23,NA,"D,B,LOQ",ng/g,wet,15.70010207,14.2037293137165
MWPE,2013,Mytilus trossulus,WPS_PO,"Liberty Bay, Poulsbo",47.71923,-122.62669,mud_sand,NEP,2012-11-13T00:00:00Z,2013-01-10T00:00:00Z,WPS_PO,NOAA,119-2052,MW2967,2013-11-21T00:00:00Z,SumPBDEs11,2.27,NA,D,ng/g,wet,15.2104770813844,14.9239237392375
MWPE,2013,Mytilus trossulus,EB_ME,"Elliott Bay, Myrtle Edwards",47.61865,-122.36122,rock,NEP,2012-11-12T00:00:00Z,2013-01-07T00:00:00Z,13EB_ME-MTW01,NOAA,119-1641,MW2882,2013-05-30T00:00:00Z,SumPBDEs11,2.31,NA,D,ng/g,wet,14.8233708730387,15.5835000000001
MWPE,2013,Mytilus trossulus,WB_DPSP,"Deception Pass St Pk, Cornet Bay",48.4022,-122.621183333333,sand,NEP,2012-11-12T00:00:00Z,2013-01-10T00:00:00Z,WB_DPSP,NOAA,119-2046,MW2967,2013-11-21T00:00:00Z,SumPCBs2x17,2.4,2.4,D,ng/g,wet,14.0506563135514,17.0810526315791
MWPE,2013,Mytilus trossulus,WB_SR,Skagit Rvr Delta,48.33386,-122.43683,sand,NEP,2012-11-12T00:00:00Z,2013-01-09T00:00:00Z,WB_SR,NOAA,119-2048,MW2967,2013-11-21T00:00:00Z,SumPCBs2x17,2.4,2.4,D,ng/g,wet,13.7398833051007,17.467397260274
MWPE,2013,Mytilus trossulus,SPS_OBI,"Olympia, Budd Inlet, N Pt",47.0605,-122.90545,mud_sand,NEP,2012-11-13T00:00:00Z,2013-01-11T00:00:00Z,SPS_OBI,NOAA,119-1700,MW2885,2013-06-13T00:00:00Z,SumPBDEs11,2.42,NA,D,ng/g,wet,15.0408822970146,16.0894816687738
PSMM2016,2016,Mytilus trossulus,PSS13175-000002,Arroyo Beach,47.501749,-122.385996,Sand,RSMP/SAM,2015-10-26T00:00:00Z,2016-02-08T00:00:00Z,16RSMP002-MTW01,NOAA,119-3229,PS3339,2016-04-27T00:00:00Z,SumPBDEs11,2.56,NA,"D,B,LOQ",ng/g,wet,16.22859236,15.7746275413871
MWPE,2013,Mytilus trossulus,SJI_LIFB,"Fisherman's Bay, Weeks Wetland, Lopez Is",48.51884,-122.91689,mud_sand,San Juan County MRC,2012-11-13T00:00:00Z,2013-01-09T00:00:00Z,13SJI_LIFB-MTW01,NOAA,119-1752,MW2888,2013-07-16T00:00:00Z,SumPCBs2x17,2.6,-2.6,"D,B",ng/g,wet,14.9229374433363,17.4228432563792
PSMM2016,2016,Mytilus trossulus,PSS13175-000016,Meadowdale Beach,47.854484,-122.335165,gravel_sand,RSMP/SAM,2015-10-26T00:00:00Z,2016-02-05T00:00:00Z,16RSMP016-MTW01,NOAA,119-3240,PS3339,2016-04-27T00:00:00Z,SumPBDEs11,2.6,NA,"D,B,LOQ",ng/g,wet,15.69655172,16.5641476317832
PSMM2016,2016,Mytilus trossulus,PSS13175-000027,"Chuckanut, Clark's Point",48.690735,-122.504248,gravel_sand,RSMP/SAM,2015-10-27T00:00:00Z,2016-02-08T00:00:00Z,16RSMP027-MTW01,NOAA,119-3256,PS3340,2016-05-17T00:00:00Z,SumPBDEs11,2.6,NA,D,ng/g,wet,15.69931606,16.5612310119961
MWPE,2013,Mytilus trossulus,CPS_DM,Des Moines Marina City Bch Pk,47.4030555555555,-122.329166666666,cobble_sad,NEP,2012-11-14T00:00:00Z,2013-01-09T00:00:00Z,CPS_DM,NOAA,119-1675,MW2884,2013-06-04T00:00:00Z,SumPBDEs11,2.65,NA,D,ng/g,wet,14.1533114500868,18.7235334242839
MWPE,2013,Mytilus trossulus,WB_PCB04,"Penn Cove, Pre-test Baseline 4",NA,NA,NA,NA,NA,NA,13WB_PCB-MTW04,NOAA,119-1830,MW2905,2013-06-27T00:00:00Z,SumPCBs2x17,2.7,1.3,"D,B",ng/g,wet,13.9726578206674,19.3234532374102
MWPE,2013,Mytilus trossulus,CB_CBSW,"Commencement Bay, Skookum Wuldge",47.289794711396,-122.409946415573,mud_sand,NEP,2012-11-13T00:00:00Z,2013-01-09T00:00:00Z,CPS_CBSW,NOAA,119-1671,MW2884,2013-06-04T00:00:00Z,SumPBDEs11,2.77,NA,D,ng/g,wet,13.7148399612027,20.1971004243282
MWPE,2013,Mytilus trossulus,WB_CVWF,"Coupeville Wharf, Toby's Tavern",48.2219,-122.68633,mud_sand,NEP,2012-11-14T00:00:00Z,2013-01-08T00:00:00Z,WB_CVWF,NOAA,119-2044,MW2967,2013-11-21T00:00:00Z,SumPCBs2x17,2.8,2.8,D,ng/g,wet,15.3974121996303,18.1848739495798
MWPE,2013,Mytilus sp.,WB_KPN,Kayak Pt Natives,48.13365,-122.36568,sand,SCMRC,NA,2013-01-07T00:00:00Z,13WB_KPN-MXW01,NOAA,119-1927,MW2937,2013-10-30T00:00:00Z,SumPBDEs11,2.8,NA,"D,B,LOQ",ng/g,wet,12.5022486058643,22.3959712230217
MWPE,2013,Mytilus sp.,CPS_EFN,Edmonds Ferry Natives,47.8141833333333,-122.38215,sand,SCMRC,NA,2013-01-07T00:00:00Z,13WB_EFN-MXW01,NOAA,119-1925,MW2937,2013-10-30T00:00:00Z,SumPBDEs11,2.81,NA,"D,B,LOQ",ng/g,wet,10.5326876513317,26.6788505747127
PSMM2016,2016,Mytilus trossulus,PSS13175-000953,"Browns Point, Carlson",47.3077,-122.4352,gravel_sand,Pierce County,2015-10-26T00:00:00Z,2016-02-06T00:00:00Z,16RSMP953-MTW01,NOAA,119-3301,PS3343,2016-05-19T00:00:00Z,SumPBDEs11,2.81,NA,D,ng/g,wet,17.20181446,16.3354860415115
PSMM2016,2016,Mytilus trossulus,PSS13175-000042,Evergreen Rotary Park,47.57551,-122.62801,cobble_gravel,RSMP/SAM,2015-10-26T00:00:00Z,2016-02-05T00:00:00Z,16RSMP042-MTW01,NOAA,119-3271,PS3341,2016-05-17T00:00:00Z,SumPBDEs11,2.82,NA,"D,B,LOQ",ng/g,wet,17.04058914,16.5487236200098
MWPE,2013,Mytilus trossulus,WPS_SISM,"Sinclair Inlet, Sinclair Marina",47.540736,-122.641981,cobble_sad,NEP,2012-11-13T00:00:00Z,2013-01-09T00:00:00Z,WPS_SISM,NOAA,119-2053,MW2967,2013-11-21T00:00:00Z,SumPBDEs11,2.88,NA,"D,LOQ",ng/g,wet,15.0089338892197,19.1885714285715
MWPE,2013,Mytilus trossulus,CPS_SCP,Seahurst Co Pk,47.484481,-122.361764,cobble_sad,NEP,2012-11-14T00:00:00Z,2013-01-09T00:00:00Z,CPS_SCP,NOAA,119-1683,MW2884,2013-06-04T00:00:00Z,SumPCBs2x17,2.9,2.9,D,ng/g,wet,12.4212598425196,23.3470681458005
MWPE,2013,Mytilus trossulus,SPS_SBP,"Steilacoom, Sunnyside Bch Pk",47.17899,-122.5902,cobble_sad,NEP,2012-11-12T00:00:00Z,2013-01-08T00:00:00Z,SPS_SBP,NOAA,119-1701,MW2885,2013-06-13T00:00:00Z,SumPCBs2x17,2.9,2.9,D,ng/g,wet,14.0364188163884,20.6605405405406
MWPE,2013,Mytilus trossulus,WB_MBG,"Mukilteo WWTP, Big Gulch",47.91071,-122.3222,sand,NEP,2012-11-12T00:00:00Z,2013-01-08T00:00:00Z,WB_MBG,NOAA,119-2047,MW2967,2013-11-21T00:00:00Z,SumPCBs2x17,2.9,2.9,D,ng/g,wet,13.7327188940092,21.1174496644296
MWPE,2013,Mytilus trossulus,CPS_PJ,Pt Jefferson,47.77971,-122.48229,sand,NEP,2012-11-13T00:00:00Z,2013-01-10T00:00:00Z,WPS_PJ,NOAA,119-2051,MW2967,2013-11-21T00:00:00Z,SumPCBs2x17,2.9,2.9,D,ng/g,wet,15.2314217222939,19.039588377724
MWPE,2013,Mytilus trossulus,CPS_AB,"Elliott Bay, Alki-Duwamish Hd",47.58934,-122.39533,sand,NEP,2012-11-12T00:00:00Z,2013-01-09T00:00:00Z,13EB_AB-MTW01,NOAA,119-1639,MW2882,2013-05-30T00:00:00Z,SumPCBs2x17,3,3,D,ng/g,wet,15.1811624243429,19.7613326051338
MWPE,2013,Mytilus trossulus,HC_PGPJ,"Port Gamble, Pt Julia",47.85341,-122.57429,mud_sand,Port Gamble S'klallam Tribe,2012-11-13T00:00:00Z,2013-01-08T00:00:00Z,13WPS_PGPJ-MTW01,NOAA,119-1769,MW2889,2013-07-22T00:00:00Z,SumPCBs2x17,3,2.29,"D,B",ng/g,wet,14.6194690265486,20.5205811138016
MWPE,2013,Mytilus trossulus,SPS_JP,Johnson Pt,47.17825,-122.81553,cobble_sad,NEP,2012-11-13T00:00:00Z,2013-01-11T00:00:00Z,SPS_JP,NOAA,119-1699,MW2885,2013-06-13T00:00:00Z,SumPCBs2x17,3,3,D,ng/g,wet,15.2114862242918,19.7219387755102
MWPE,2013,Mytilus trossulus,SPS_SH,"Shelton, Oak Bay Marina",47.21418,-123.08637,mud,NEP,2012-11-12T00:00:00Z,2013-01-07T00:00:00Z,SPS_SH,NOAA,119-1702,MW2885,2013-06-13T00:00:00Z,SumPCBs2x17,3,3,D,ng/g,wet,13.1924614505996,22.7402597402598
MWPE,2013,Mytilus trossulus,CPS_SB,Salmon Bay,47.66631,-122.40179,cobble_sad,Puget Soundkeeper Alliance,2012-11-12T00:00:00Z,2013-01-09T00:00:00Z,13CPS_SB-MTW01,NOAA,119-1733,MW2887,2013-06-26T00:00:00Z,SumPBDEs11,3.01,NA,D,ng/g,wet,13.1344942571322,22.9167559943584
PSMM2016,2016,Mytilus trossulus,CPS_EF,Edmonds Ferry,47.814183,-122.38215,gravel_sand,Snohomish County MRC,2015-10-26T00:00:00Z,2016-02-05T00:00:00Z,16CPS_EF-MTW01,NOAA,119-3327,PS3344,2016-05-24T00:00:00Z,SumPBDEs11,3.05,NA,"D,B,LOQ",ng/g,wet,17.7302393,17.2022494924815
PSMM2016,2016,Mytilus trossulus,PSS13175-000024,S of Skunk Island,48.027641,-122.750269,mud_silt,RSMP/SAM,2015-10-27T00:00:00Z,2016-02-05T00:00:00Z,16RSMP024-MTW01,NOAA,119-3253,PS3340,2016-05-17T00:00:00Z,SumPCBs2x17,3.1,3.1,D,ng/g,wet,15.68001381,19.7703907506954
MWPE,2013,Mytilus trossulus,CB_HYW2,Hylebos Waterway 2,47.2699,-122.37637,cobble_mud,TPCPHD,2012-11-14T00:00:00Z,2013-01-09T00:00:00Z,13CPS_HYW2-MTW01,NOAA,119-1616,MW2881,2013-05-22T00:00:00Z,SumPBDEs11,3.11,NA,D,ng/g,wet,13.7693129919347,22.5864573041637
MWPE,2013,Mytilus trossulus,CB_RW9,Tacoma Ruston Waterfront 9,47.2769750095903,-122.468383284285,cobble_sad,TPCPHD,2012-11-13T00:00:00Z,2013-01-09T00:00:00Z,13CPS_RW9-MTW01,NOAA,119-1638,MW2882,2013-05-30T00:00:00Z,SumPCBs2x17,3.2,3.2,D,ng/g,wet,14.0575396825396,22.7635850388145
MWPE,2013,Mytilus trossulus,CPS_DMCP,"Maxwelton, Dave Mackie Co Pk",47.94,-122.447,sand,NEP,2012-11-12T00:00:00Z,2013-01-10T00:00:00Z,WB_DMCP,NOAA,119-2045,MW2967,2013-11-21T00:00:00Z,SumPCBs2x17,3.2,3.2,D,ng/g,wet,15.2857142857142,20.9345794392525
MWPE,2013,Mytilus trossulus,CB_HYW6,Hylebos Waterway 6,47.26749,-122.37228,cobble,TPCPHD,2012-11-14T00:00:00Z,2013-01-09T00:00:00Z,13CPS_HYW6-MTW01,NOAA,119-1620,MW2881,2013-05-22T00:00:00Z,SumPBDEs11,3.23,NA,D,ng/g,wet,13.4306569343065,24.0494565217393
MWPE,2013,Mytilus trossulus,CB_RW7,Tacoma Ruston Waterfront 7,47.2779299598187,-122.471249978989,cobble_sad,TPCPHD,2012-11-13T00:00:00Z,2013-01-09T00:00:00Z,13CPS_RW7-MTW01,NOAA,119-1636,MW2882,2013-05-30T00:00:00Z,SumPCBs2x17,3.3,3.3,D,ng/g,wet,15.0132191867052,21.9806289308177
MWPE,2013,Mytilus trossulus,SJI_SJFH,"Friday Hbr Labs, San Juan Is",48.5453333333333,-123.013191666666,cobble_sad,San Juan County MRC,2012-11-13T00:00:00Z,2013-01-09T00:00:00Z,13SJI_SJFH-MTW01,NOAA,119-1754,MW2888,2013-07-16T00:00:00Z,SumPCBs2x17,3.3,0.5,"D,B",ng/g,wet,15.5478150728309,21.2248472505092
